from,to,amount,resource,time
7289152318098267484,1706256742785406736,0.16666666666668073,food,7200
7289152318098267484,4294816845973804592,0.16666666666667673,food,7200
7289152318098267484,1706256742785406736,0.16666666666668073,water,7200
7289152318098267484,4294816845973804592,0.16666666666667673,water,7200
7289152318098267484,1706256742785406736,0.16666666666668073,energy,7200
7289152318098267484,4294816845973804592,0.16666666666667673,energy,7200
2000404859647307042,771031604043889004,0.1666666666667318,food,7200
2000404859647307042,771031604043889004,0.1666666666667318,water,7200
2000404859647307042,771031604043889004,0.1666666666667318,energy,7200
8810780923622194597,1382648727340765887,0.16666666666666652,food,7200
8810780923622194597,1382648727340765887,0.16666666666666652,water,7200
8810780923622194597,1382648727340765887,0.16666666666666652,energy,7200
2080353989407711456,799578420808585304,0.16666666666703467,food,7200
2080353989407711456,1825858225219574792,0.16666666666697694,food,7200
2080353989407711456,7719199455888892843,0.1666666666669352,food,7200
2080353989407711456,592960276684600802,0.16666666666666785,food,7200
2080353989407711456,6805310660810881372,0.16666666666666785,food,7200
2080353989407711456,6386962163645697159,0.16666666666666785,food,7200
2080353989407711456,2905590635265198571,0.16666666666664476,food,7200
2080353989407711456,799578420808585304,0.16666666666703467,water,7200
2080353989407711456,1825858225219574792,0.16666666666697694,water,7200
2080353989407711456,7719199455888892843,0.1666666666669352,water,7200
2080353989407711456,592960276684600802,0.16666666666666785,water,7200
2080353989407711456,6805310660810881372,0.16666666666666785,water,7200
2080353989407711456,6386962163645697159,0.16666666666666785,water,7200
2080353989407711456,2905590635265198571,0.16666666666664476,water,7200
2080353989407711456,799578420808585304,0.16666666666703467,energy,7200
2080353989407711456,1825858225219574792,0.16666666666697694,energy,7200
2080353989407711456,7719199455888892843,0.1666666666669352,energy,7200
2080353989407711456,592960276684600802,0.16666666666666785,energy,7200
2080353989407711456,6805310660810881372,0.16666666666666785,energy,7200
2080353989407711456,6386962163645697159,0.16666666666666785,energy,7200
2080353989407711456,2905590635265198571,0.16666666666664476,energy,7200
7289152318098267484,1706256742785406736,0.1666666666666614,food,14400
7289152318098267484,4294816845973804592,0.1666666666666572,food,14400
7289152318098267484,1706256742785406736,0.1666666666666614,water,14400
7289152318098267484,4294816845973804592,0.1666666666666572,water,14400
